1609459206	4.093287	0
1609459266	4.064212	0
1609459326	4.057162	0
1609459386	4.047464	0
1609459446	4.040191	0
1609459506	4.032713	0
1609459566	4.028068	0
1609459626	4.023219	0
1609459686	4.015752	0
1609459746	4.011096	0
1609459806	4.001215	0
1609459867	4.001398	0
1609459927	3.993946	0
1609459987	3.989275	0
1609460047	3.984426	0
1609460107	3.979408	0
1609460167	3.976985	0
1609460227	3.972304	0
1609460287	3.964871	0
1609460347	3.962447	0
1609460407	3.957601	0
1609460467	3.955178	0
1609460527	3.952907	0
1609460587	3.950483	0
1609460647	3.945487	0
1609460707	3.94064	0
1609460768	3.940784	0
1609460828	3.940929	0
1609460888	3.931086	0
1609460948	3.928662	0
1609461008	3.926372	0
1609461068	3.921388	0
1609461128	3.918964	0
1609461188	3.911566	0
1609461248	3.909266	0
1609461308	3.904416	0
1609461368	3.89945	0
1609461429	3.899567	0
1609461489	3.892294	0
1609461549	3.887444	0
1609461609	3.88502	0
1609461669	3.882596	0
1609461729	3.875322	0
1609461789	3.872897	0
1609461849	3.865529	0
1609461909	3.863199	0
1609461969	3.85826	0
1609462030	3.855926	0
1609462090	3.851077	0
1609462150	3.848652	0
1609462210	3.841299	0
1609462270	3.841378	0
1609462330	3.836529	0
1609462390	3.831608	0
1609462450	3.826762	0
1609462510	3.824339	0
1609462570	3.819493	0
1609462630	3.817133	0
1609462691	3.814709	0
1609462751	3.809801	0
1609462811	3.804955	0
1609462871	3.802532	0
1609462931	3.800109	0
1609462991	3.79284	0
1609463051	3.795312	0
1609463111	3.790417	0
1609463171	3.785571	0
1609463231	3.780725	0
1609463292	3.775879	0
1609463352	3.775953	0
1609463412	3.771067	0
1609463472	3.766188	0
1609463532	3.763793	0
1609463592	3.761342	0
1609463652	3.754073	0
1609463712	3.75165	0
1609463772	3.746804	0
1609463832	3.746821	0
1609463892	3.744397	0
1609463953	3.734689	0
1609464013	3.734699	0
1609464073	3.72985	0
1609464133	3.727425	0
1609464193	3.72	0
1609464253	3.722425	0
1609464313	3.722425	0
1609464373	3.72	0
1609464433	3.72	0
1609464493	3.722425	0
1609464554	3.717576	0
1609464614	3.715151	0
1609464674	3.710302	0
1609464734	3.707877	0
1609464794	3.703039	0
1609464854	3.698179	0
1609464914	3.695755	0
1609464974	3.688501	0
1609465034	3.688481	0
1609465094	3.686056	0
1609465155	3.67881	0
1609465215	3.673964	0
1609465275	3.673934	0
1609465335	3.669118	0
1609465395	3.66666	0
1609465455	3.661811	0
1609465515	3.659387	0
1609465575	3.65458	0
1609465635	3.654537	0
1609465696	3.652113	0
1609465756	3.644888	0
1609465816	3.640042	0
1609465876	3.642415	0
1609465936	3.63999	0
1609465996	3.637566	0
1609466056	3.63035	0
1609466116	3.63266	0
1609466176	3.625504	0
1609466236	3.620659	0
1609466296	3.620594	0
1609466357	3.618169	0
1609466417	3.61339	0
1609466477	3.610967	0
1609466537	3.610967	0
1609466597	3.608471	0
1609466657	3.608471	0
1609466717	3.603622	0
1609466777	3.598852	0
1609466837	3.601198	0
1609466898	3.601121	0
1609466958	3.596349	0
1609467018	3.593924	0
1609467078	3.591583	0
1609467138	3.591499	0
1609467198	3.589075	0
1609467258	3.584226	0
1609467318	3.581801	0
1609467378	3.581801	0
1609467438	3.579377	0
1609467499	3.576952	0
1609467559	3.574622	0
1609467619	3.572199	0
1609467679	3.569777	0
1609467739	3.567353	0
1609467799	3.569679	0
1609467859	3.572007	0
1609467919	3.56483	0
1609467979	3.560085	0
1609468040	3.562405	0
1609468100	3.559981	0
1609468160	3.557556	0
1609468220	3.557556	0
1609468280	3.555131	0
1609468340	3.555131	0
1609468400	3.550393	0
1609468460	3.550393	0
1609468520	3.545547	0
1609468580	3.545433	0
1609468641	3.545433	0
1609468701	3.540701	0
1609468761	3.543009	0
1609468821	3.538278	0
1609468881	3.538159	0
1609468941	3.535855	0
1609469001	3.533432	0
1609469061	3.535735	0
1609469121	3.535615	0
1609469182	3.535615	0
1609469242	3.526037	0
1609469302	3.526037	0
1609469362	3.52591	0
1609469422	3.526037	0
1609469482	3.521188	0
1609469542	3.521188	0
1609469602	3.518763	0
1609469662	3.514048	0
1609469723	3.514048	0
1609469783	3.516339	0
1609469843	3.513914	0
1609469903	3.509203	0
1609469963	3.51149	0
1609470023	3.504357	0
1609470083	3.506641	0
1609470143	3.501934	0
1609470203	3.501792	0
1609470263	3.501792	0
1609470324	3.497088	0
1609470384	3.492242	0
1609470444	3.494518	0
1609470504	3.492093	0
1609470564	3.492093	0
1609470624	3.487396	0
1609470684	3.484973	0
1609470744	3.48482	0
1609470804	3.482395	0
1609470864	3.48224	0
1609470925	3.477546	0
1609470985	3.472858	0
1609471045	3.475121	0
1609471105	3.470272	0
1609471165	3.467848	0
1609471225	3.465589	0
1609471285	3.465423	0
1609471345	3.45832	0
1609471405	3.45815	0
1609471465	3.455725	0
1609471525	3.453301	0
1609471586	3.448452	0
1609471646	3.443783	0
1609471706	3.445849	0
1609471766	3.441178	0
1609471826	3.438753	0
1609471886	3.433904	0
1609471946	3.429055	0
1609472006	3.424399	0
1609472066	3.421782	0
1609472126	3.41713	0
1609472186	3.416933	0
1609472247	3.414508	0
1609472307	3.405015	0
1609472367	3.399961	0
1609472427	3.395323	0
1609472487	3.3929	0
1609472547	3.388055	0
1609472607	3.385632	0
1609472667	3.385632	0
1609472727	3.385632	0
1609472787	3.38329	0
1609472848	3.38109	0
1609472908	3.365765	0
1609472968	3.363587	0
1609473028	3.359472	0
1609473088	3.348419	0
1609473148	3.33314	0
1609473208	3.322734	0
1609473268	3.307933	0
1609473328	3.280791	0
1609473388	3.252054	0
1609473448	3.207901	0
1609473509	3.163343	0
1609473569	3.113742	0
1609473629	3.071425	0
1609473689	3.034979	0
1609473749	2.99229	0
1609473809	2.947758	0
1609473869	2.913066	0
1609473929	2.878616	0
1609473989	2.849099	0
1609474049	2.819245	0
1609474109	2.789968	0
1609474170	2.760295	0
